Region;Regional_Unit;Museum;Month;Year;Visitors
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;6;2013;213
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;7;2013;22
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;8;2013;95
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;9;2013;71
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;10;2013;207
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;11;2013;68
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;12;2013;204
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;1;2014;62
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;2;2014;116
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;3;2014;84
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;4;2014;168
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;5;2014;170
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;6;2014;61
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;7;2014;34
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;8;2014;185
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;9;2014;68
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;10;2014;158
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;11;2014;64
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;12;2014;42
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;1;2015;20
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;2;2015;38
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;3;2015;73
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;4;2015;46
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;5;2015;122
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;6;2015;19
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;7;2015;56
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;8;2015;60
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;9;2015;28
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;10;2015;43
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;11;2015;19
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;12;2015;12
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;1;2016;0
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;2;2016;29
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;3;2016;33
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;4;2016;55
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;5;2016;180
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;6;2016;345
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;7;2016;315
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;8;2016;947
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;9;2016;375
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;10;2016;706
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;11;2016;977
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;12;2016;254
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;1;2017;253
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;2;2017;688
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;3;2017;1151
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;4;2017;677
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;5;2017;816
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;6;2017;375
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;7;2017;313
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;8;2017;404
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;9;2017;209
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;10;2017;641
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;11;2017;173
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;12;2017;196
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;1;2018;135
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;2;2018;330
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;3;2018;344
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;4;2018;377
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;5;2018;661
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;6;2018;212
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;7;2018;204
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;8;2018;414
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;9;2018;92
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;10;2018;328
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;11;2018;414
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;12;2018;180
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;1;2019;9
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;2;2019;298
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;3;2019;574
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;4;2019;502
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;5;2019;406
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;6;2019;135
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;7;2019;179
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;8;2019;163
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;9;2019;137
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;10;2019;282
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;11;2019;381
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;12;2019;340
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;1;2020;165
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;2;2020;255
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;3;2020;28
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;4;2020;0
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;5;2020;0
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;6;2020;85
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;7;2020;65
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;8;2020;202
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;9;2020;132
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;10;2020;87
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;11;2020;10
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;12;2020;0
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;1;2021;0
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;2;2021;0
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;3;2021;0
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;4;2021;0
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;5;2021;43
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;6;2021;202
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;7;2021;72
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;8;2021;202
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;9;2021;201
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;10;2021;169
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;11;2021;215
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;12;2021;208
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;1;2022;106
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;2;2022;75
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;3;2022;253
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;4;2022;256
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;5;2022;528
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;6;2022;104
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;7;2022;142
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;8;2022;202
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;9;2022;67
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;10;2022;26
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;11;2022;536
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;12;2022;161
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;1;2023;66
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;2;2023;138
Δυτικής Ελλάδας;Αιτωλοακαρνανίας;Αρχαιολογικό Μουσείο Θέρμου;3;2023;467
